Inventory ID,Inventory ID,Description,Item Status,Stock Item,Vendor MOQ,Stock Status,Item Class,Item Class Description,Range,Type,Is a Kit,Valuation Method,Tax Category,Posting Class,Default Warehouse,Default Issue From,Default Receipt To,HS Code,Commodity Code,Base Unit,Sales Unit,Purchase Unit,M/F Code,NQ Type,Product Function,Product Function Description,Country of Origin,Client ID,Client Name,Launch Date,Price Class,Duty,Shipping,Packaging,Vendor Lead Time (Days),Prod. Lead Time (Days),Weight UOM,Volume UOM,Weight per Item Assembled,Weight per Master Carton,Weight per Inner Carton,Volume per Item Assembled,Volume per Master Carton,Volume per Inner Carton,Length per Item Assembled,Length per Master Carton,Length per Inner Carton,Width per Item Assembled,Width per Master Carton,Width per Inner Carton,Height per Item Assembled,Height per Master Carton,Height per Inner Carton,Weight (lb) per Item Assembled,Weight (lb) per Master Carton,Weight (lb) per Inner Carton,Volume (CFT) per Item,Volume (CFT) per Carton,Volume (CFT) per Shipper,Volume (CFT) per Pallet,Length (in) per Item,Length (in) per Carton,Length (in) per Shipper,Width (in) per Item,Width (in) per Carton,Width (in) per Shipper,Height (in) per Item,Height (in) per Carton,Height (in) per Shipper,Qty of Items per Master Carton,Qty of Items per Inner Carton,Qty of Master Cartons per Pallet,WH Carton Dims Received,Inventory Account,WH Item Dims Received,Master Packaging Weight (g),Inner Packaging Weight (g),Barcode,Season
"13,154",BU_CL010,Tilt Carafe Cork,Active,True,500.00,A-Category,S-FB-BU-TIL,Food & Beverage : Buffet : Tilt,Tilt,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4503109000,4503109000,EA,EA,EA,BU_CL010_S1_20240711_R2,Catalogue,LID,Lid,Portugal,C00001,Craster Ltd - Suspense,01/01/2024,TIL,0.00,0.05,0.00,8,40,G,CBM,100.000000,100.00,0.00,0.000500,0.000500,0.000000,99.00,99.00,0.00,99.00,99.00,0.00,51.00,51.00,0.00,0.22,0.22,0.00,0.017657,0.017657,0.000000,0.000000,3.90,3.90,0.00,3.90,3.90,0.00,2.01,2.01,0.00,1.00,0.00,0.00,False,1000,False,,,5056843401035,Autumn-Winter 2023
"11,886",BU_CP001,Tilt Triple Jar Board - Oak - Oiled,Active,True,100.00,A-Category,S-FB-BU-TIL,Food & Beverage : Buffet : Tilt,Tilt,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CP001_20200123_RevA,Catalogue,BOA,Board,Czech Republic,C00001,Craster Ltd - Suspense,29/06/2020,TIL,0.00,0.81,0.00,8,56,G,CBM,425.000000,"4,475.00",0.00,0.001012,0.011052,0.000000,450.00,460.00,,145.00,155.00,,15.00,155.00,,0.94,9.87,0.00,0.035738,0.390298,0.000000,0.000000,17.72,18.11,,5.71,6.10,,0.59,6.10,,10.00,,0.00,True,1000,False,385.00,,5056843401042,
"11,714",BU_CP002,Tilt Triple Jar Board - Walnut - Oiled,Active,True,100.00,A-Category,S-FB-BU-TIL,Food & Beverage : Buffet : Tilt,Tilt,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CP002_S2_20200421_R1,Catalogue,BOA,Board,Czech Republic,C00001,Craster Ltd - Suspense,29/06/2020,TIL,0.00,0.81,0.00,8,56,G,CBM,390.000000,"3,895.00",0.00,0.001012,0.011052,0.000000,450.00,460.00,,145.00,155.00,,15.00,155.00,,0.86,8.59,0.00,0.035738,0.390298,0.000000,0.000000,17.72,18.11,,5.71,6.10,,0.59,6.10,,10.00,,0.00,True,1000,False,385.00,,5056843401059,
"8,034",BU_CR0101,Tilt Low Oak Carafe Riser,Active,True,84.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CR0101_20171003_V1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2018,FLW,0.00,0.80,0.00,8,56,G,CBM,100.000000,"7,685.00",920.00,0.000336,0.076818,0.012300,116.00,590.00,350.00,116.00,420.00,350.00,25.00,310.00,100.00,0.22,16.94,2.03,0.011866,2.712805,0.434371,0.000000,4.57,23.23,13.78,4.57,16.54,13.78,0.98,12.20,3.94,70.00,0.00,0.00,False,1000,False,,,5056843401066,
"8,035",BU_CR0102,Tilt Mid Oak Carafe Riser,Active,True,84.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CR0102_20171003_V1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2018,FLW,0.00,1.35,0.00,8,56,G,CBM,475.000000,"20,103.00",0.00,0.000972,0.077531,0.076200,117.00,610.00,600.00,117.00,410.00,410.00,71.00,310.00,310.00,1.05,44.32,0.00,0.034326,2.737984,2.690980,0.000000,4.61,24.02,23.62,4.61,16.14,16.14,2.80,12.20,12.20,42.00,0.00,0.00,False,1000,False,,,5056843401073,
"8,036",BU_CR0103,Tilt Tall Oak Carafe Riser,Active,True,84.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CR0103_20171003_V1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2018,FLW,0.00,2.06,0.00,8,56,G,CBM,790.000000,"24,355.00","25,438.00",0.001534,0.078720,0.074100,115.00,600.00,600.00,115.00,410.00,405.00,116.00,320.00,305.00,1.74,53.69,56.08,0.054173,2.779973,2.616819,0.000000,4.53,23.62,23.62,4.53,16.14,15.94,4.57,12.60,12.01,28.00,0.00,0.00,False,1000,False,,,5056843401080,
"8,586",BU_CS001,Small Walnut Cake Stand,Active,True,96.00,A-Category,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS001_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2000,RSR,0.00,2.53,0.00,8,56,G,CBM,380.000000,"3,920.00",820.00,0.001972,0.027638,0.005300,157.00,375.00,310.00,157.00,335.00,180.00,80.00,220.00,95.00,0.84,8.64,1.81,0.069641,0.976028,0.187168,0.000000,6.18,14.76,12.20,6.18,13.19,7.09,3.15,8.66,3.74,8.00,2.00,0.00,False,1000,False,,,5056843401097,
"8,587",BU_CS002,Medium Walnut Cake Stand,Active,True,120.00,A-Category,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS002_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2000,RSR,0.00,14.84,0.00,8,56,G,CBM,"1,600.000000","1,985.00","2,290.00",0.013312,0.020230,0.019600,320.00,340.00,335.00,320.00,340.00,335.00,130.00,175.00,175.00,3.53,4.38,5.05,0.470109,0.714416,0.692168,0.000000,12.60,13.39,13.19,12.60,13.39,13.19,5.12,6.89,6.89,1.00,1.00,0.00,False,1000,False,,,5056843401103,
"8,588",BU_CS003,Large Walnut Cake Stand,Active,True,96.00,A-Category,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS003_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2000,RSR,0.00,19.92,0.00,8,56,G,CBM,"2,750.000000","2,925.00","3,090.00",0.021504,0.027166,0.027600,320.00,340.00,345.00,320.00,340.00,340.00,210.00,235.00,235.00,6.06,6.45,6.81,0.759407,0.959359,0.974686,0.000000,12.60,13.39,13.58,12.60,13.39,13.39,8.27,9.25,9.25,1.00,1.00,0.00,False,1000,False,,,5056843401110,
"8,589",BU_CS004,Walnut Drum Cake Stand,No Purchases,True,96.00,O-Obsolete,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS004_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,,RSR,0.00,8.98,,8,56,G,CBM,455.000000,"4,230.00",990.00,0.001792,0.027676,0.005100,160.00,370.00,315.00,160.00,340.00,180.00,70.00,220.00,90.00,1.00,9.33,2.18,0.060000,0.977370,0.180105,0.000000,6.30,14.57,12.40,6.30,13.39,7.09,2.70,8.66,3.54,8.00,2.00,0.00,False,1000,False,,,,
"8,590",BU_CS005,Small Oak Cake Stand,Active,True,96.00,A-Category,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS005_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2000,RSR,0.00,2.93,0.00,8,56,G,CBM,345.000000,485.00,"2,760.00",0.001972,0.004000,0.030000,157.00,200.00,360.00,157.00,200.00,360.00,80.00,100.00,230.00,0.76,1.07,6.08,0.069641,0.141259,1.059441,0.000000,6.18,7.87,14.17,6.18,7.87,14.17,3.15,3.94,9.06,1.00,8.00,0.00,False,1000,False,,,5056843401127,
"8,591",BU_CS006,Medium Oak Cake Stand,Active,True,120.00,A-Category,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS006_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2000,RSR,0.00,14.41,0.00,8,56,G,CBM,"2,040.000000","2,425.00","2,470.00",0.013312,0.019652,0.019900,320.00,340.00,340.00,320.00,340.00,345.00,130.00,170.00,170.00,4.50,5.35,5.45,0.470109,0.694004,0.702763,0.000000,12.60,13.39,13.39,12.60,13.39,13.58,5.12,6.69,6.69,1.00,1.00,0.00,False,1000,False,,,5056843401134,
"8,592",BU_CS007,Large Oak Cake Stand,Active,True,96.00,A-Category,S-FB-BU-CKS,Food & Beverage : Buffet : Cake Stand,Risers,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_CS007_S1_20221206_R1,Catalogue,RDI,Riser - Display,Czech Republic,,,01/01/2000,RSR,0.00,24.71,0.00,8,56,G,CBM,"3,000.000000","3,285.00","3,480.00",0.021504,0.033696,0.026800,320.00,360.00,340.00,320.00,360.00,335.00,210.00,260.00,235.00,6.61,7.24,7.67,0.759407,1.189964,0.946434,0.000000,12.60,14.17,13.39,12.60,14.17,13.19,8.27,10.24,9.25,1.00,1.00,0.00,False,1000,False,,,5056843401141,
"12,431",BU_FC051,Bento Cover Tray - Oak - Natural - Lacquer - 1.1,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FC051_S3_20230120_R3,Catalogue,LID,Lid,Czech Republic,C00001,Craster Ltd - Suspense,05/05/2022,FLW,0.00,7.34,0.00,8,56,,,930.000000,"9,950.00",0.00,0.003445,0.100062,0.000000,530.00,540.00,,325.00,545.00,,20.00,340.00,,2.05,21.94,0.00,0.121659,3.533660,0.000000,0.000000,20.87,21.26,,12.80,21.46,,0.79,13.39,,10.00,,0.00,True,1000,False,"1,191.00",,5056843401165,
"12,432",BU_FC052,Bento Cover Tray - Oak - Natural - Lacquer - 1.2,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FC052_S3_20230120_R3,Catalogue,LID,Lid,Czech Republic,C00001,Craster Ltd - Suspense,05/05/2022,FLW,0.00,4.57,0.00,8,56,,,495.000000,"5,445.00",0.00,0.001723,0.062271,0.000000,265.00,555.00,,325.00,340.00,,20.00,330.00,,1.09,12.00,0.00,0.060847,2.199082,0.000000,0.000000,10.43,21.85,,12.80,13.39,,0.79,12.99,,10.00,,0.00,True,1000,False,999.00,,5056843401172,
"12,433",BU_FC056,Bento Cover Tray - Oak - Natural - Lacquer - 1.8,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FC056_S3_20230120_R3,Catalogue,LID,Lid,Czech Republic,C00001,Craster Ltd - Suspense,05/05/2022,FLW,0.00,1.90,0.00,8,56,,,295.000000,"3,245.00",0.00,0.000855,0.025942,0.000000,131.50,340.00,,325.00,545.00,,20.00,140.00,,0.65,7.15,0.00,0.030194,0.916134,0.000000,0.000000,5.18,13.39,,12.80,21.46,,0.79,5.51,,10.00,,0.00,True,1000,False,505.00,,5056843401189,
"12,434",BU_FC061,Bento Cover Tray - Walnut - Natural - Lacquer - 1.1,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FC061_S3_20230120_R3,Catalogue,LID,Lid,Czech Republic,C00001,Craster Ltd - Suspense,05/05/2022,FLW,0.00,7.34,0.00,8,56,,,875.000000,"9,455.00",0.00,0.003445,0.100062,0.000000,530.00,540.00,,325.00,545.00,,20.00,340.00,,1.93,20.84,0.00,0.121659,3.533660,0.000000,0.000000,20.87,21.26,,12.80,21.46,,0.79,13.39,,10.00,,0.00,True,1000,False,"1,191.00",,5056843401196,
"12,435",BU_FC062,Bento Cover Tray - Walnut - Natural - Lacquer - 1.2,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FC062_S3_20230120_R3,Catalogue,LID,Lid,Czech Republic,C00001,Craster Ltd - Suspense,05/05/2022,FLW,0.00,4.57,0.00,8,56,,,475.000000,"5,060.00",0.00,0.001723,0.062271,0.000000,265.00,555.00,,325.00,340.00,,20.00,330.00,,1.05,11.16,0.00,0.060847,2.199082,0.000000,0.000000,10.43,21.85,,12.80,13.39,,0.79,12.99,,10.00,,0.00,True,1000,False,999.00,,5056843401202,
"12,436",BU_FC066,Bento Cover Tray - Walnut - Natural - Lacquer - 1.8,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FC066_S3_20230120_R3,Catalogue,LID,Lid,Czech Republic,C00001,Craster Ltd - Suspense,05/05/2022,FLW,0.00,1.90,0.00,8,56,,,275.000000,"3,075.00",0.00,0.000855,0.025942,0.000000,131.50,340.00,,325.00,545.00,,20.00,140.00,,0.61,6.78,0.00,0.030194,0.916134,0.000000,0.000000,5.18,13.39,,12.80,21.46,,0.79,5.51,,10.00,,0.00,True,1000,False,505.00,,5056843401219,
"10,830",BU_FF010,Flow Walnut 1.2 Slate Cooling Tray,No Purchases,False,,L-Delisted,O-**-**-***,Others,Flow,Charge,False,Standard,STANDARD S,DEFAULT,UK,,,,,EA,EA,EA,,,,,,,,04/11/2016,FLW,6.20,0.31,0.00,,,G,,"3,293.000000",0.00,0.00,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.26,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,False,1000,False,,,,
"8,043",BU_FF011,Flow Walnut 1.1 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF011_20160303_Draft V3,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,5.88,0.00,8,56,G,CBM,"1,100.000000","4,925.00","6,930.00",0.006890,0.032079,0.000000,530.00,555.00,,325.00,340.00,,40.00,170.00,,2.43,10.86,15.28,0.243318,1.132860,0.000000,0.000000,20.87,21.85,,12.80,13.39,,1.57,6.69,,4.00,,0.00,True,1000,False,679.00,,5056843401264,
"8,044",BU_FF012,Flow Walnut 1.2 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF012_20160303_Draft V3,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,2.94,0.00,8,56,G,CBM,600.000000,"5,490.00","4,490.00",0.003445,0.032079,0.000000,325.00,555.00,,265.00,340.00,,40.00,170.00,,1.32,12.10,9.90,0.121659,1.132860,0.000000,0.000000,12.80,21.85,,10.43,13.39,,1.57,6.69,,8.00,,0.00,True,1000,False,679.00,,5056843401271,
"8,045",BU_FF013,Flow Walnut 1.4 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF013_20160303_Draft V3,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,1.47,0.00,8,56,G,CBM,345.000000,"6,360.00","2,430.00",0.001771,0.032079,0.000000,270.00,555.00,,164.00,340.00,,40.00,170.00,,0.76,14.02,5.36,0.062542,1.132860,0.000000,0.000000,10.63,21.85,,6.46,13.39,,1.57,6.69,,16.00,,0.00,True,1000,False,679.00,,5056843401288,
"8,046",BU_FF014,Flow Tall Walnut 1.1 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF014_20160401_V1,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,11.76,0.00,8,56,G,CBM,"1,585.000000","3,710.00","10,460.00",0.013780,0.032079,0.000000,530.00,555.00,,325.00,340.00,,80.00,170.00,,3.49,8.18,23.06,0.486637,1.132860,0.000000,0.000000,20.87,21.85,,12.80,13.39,,3.15,6.69,,2.00,,0.00,True,1000,False,679.00,,5056843401295,
"8,047",BU_FF015,Flow Tall Walnut 1.2 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF015_20160401_V5,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,5.88,0.00,8,56,G,CBM,918.000000,"4,240.00","6,020.00",0.006459,0.032079,0.000000,325.00,555.00,,265.00,340.00,,75.00,170.00,,2.02,9.35,13.27,0.228098,1.132860,0.000000,0.000000,12.80,21.85,,10.43,13.39,,2.95,6.69,,4.00,,0.00,True,1000,False,679.00,,5056843401301,
"8,048",BU_FF016,Flow Walnut 2.4 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF016_20171026_V1,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,2.94,0.00,8,56,G,CBM,605.000000,"5,575.00","8,418.00",0.003477,0.032079,0.000000,530.00,555.00,,164.00,340.00,,40.00,170.00,,1.33,12.29,18.56,0.122789,1.132860,0.000000,0.000000,20.87,21.85,,6.46,13.39,,1.57,6.69,,8.00,,0.00,True,1000,False,679.00,,5056843401318,
"8,049",BU_FF017,Flow Walnut 3.9 Tray,Active,True,60.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF019_20171023_V1,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,1.96,0.00,8,56,G,CBM,535.000000,"6,735.00","6,920.00",0.002290,0.032079,0.000000,530.00,555.00,,108.00,340.00,,40.00,170.00,,1.18,14.85,15.26,0.080871,1.132860,0.000000,0.000000,20.87,21.85,,4.25,13.39,,1.57,6.69,,12.00,,0.00,True,1000,False,679.00,,5056843401325,
"8,050",BU_FF018,Flow Tall Walnut 1.4 Tray,Active,True,80.00,A-Category,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF018_20171026_V1,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,2.94,0.00,8,56,G,CBM,585.000000,"5,105.00","5,030.00",0.003279,0.032079,0.000000,265.00,555.00,,165.00,340.00,,75.00,170.00,,1.29,11.25,11.09,0.115797,1.132860,0.000000,0.000000,10.43,21.85,,6.50,13.39,,2.95,6.69,,8.00,,0.00,True,1000,False,679.00,,5056843401332,
"8,051",BU_FF019,Flow Refine Tray - 3.9 Tall  - Walnut - Lacquered,No Purchases,True,60.00,O-Obsolete,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF019_20171023_V1,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,21.45,0.00,8,56,G,CBM,880.000000,"5,740.00","5,640.00",0.004373,0.032079,0.000000,530.00,555.00,,110.00,340.00,,75.00,170.00,,1.94,12.65,12.43,0.150000,1.132860,0.000000,0.000000,20.87,21.85,,4.33,13.39,,4.33,6.69,,6.00,,0.00,True,1000,False,679.00,,5056843401349,
"8,052",BU_FF020,Flow Refine Tray - 2.4 Tall  - Walnut - Lacquered,No Purchases,True,40.00,O-Obsolete,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_FF020_20171031_V2,Catalogue,TDI,Tray - Display,Czech Republic,,,04/11/2016,FLW,0.00,22.00,0.00,8,56,G,CBM,"1,100.000000","4,760.00","4,580.00",0.006678,0.032079,0.000000,530.00,555.00,,168.00,340.00,,75.00,170.00,,2.43,10.49,10.10,0.240000,1.132860,0.000000,0.000000,20.87,21.85,,6.61,13.39,,6.61,6.69,,4.00,,0.00,True,1000,False,679.00,,5056843401356,
"12,425",BU_FF051,Flow Tray - Oak - Natural - Lacquer - Extra Tall - 1.1,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_BBTONLXT11_Flow_Bento Box Tray_Oak_Natural_Lacquer_X Tall_1.1_S1_20210325_R1,Catalogue,TDI,Tray - Display,Czech Republic,C00001,Craster Ltd - Suspense,31/07/2021,FLW,0.00,14.68,0.00,8,70,,,"2,200.000000","12,035.00",0.00,0.018948,0.100062,0.000000,530.00,540.00,,325.00,545.00,,110.00,340.00,,4.85,26.53,0.00,0.669143,3.533660,0.000000,0.000000,20.87,21.26,,12.80,21.46,,4.33,13.39,,5.00,,0.00,True,1000,False,"1,191.00",,5056843401363,
"12,426",BU_FF052,Flow Tray - Oak - Natural - Lacquer - Extra Tall - 1.2,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_BBTONLXT12_Flow_Bento Box Tray_Oak_Natural_Lacquer_X Tall_1.2_S1_20210325_R1,Catalogue,TDI,Tray - Display,Czech Republic,C00001,Craster Ltd - Suspense,31/07/2021,FLW,0.00,7.61,0.00,8,70,,,"1,153.000000","1,153.00",0.00,0.009474,0.062271,0.000000,265.00,555.00,,325.00,340.00,,110.00,330.00,,2.54,2.54,0.00,0.334571,2.199082,0.000000,0.000000,10.43,21.85,,12.80,13.39,,4.33,12.99,,6.00,,0.00,True,1000,False,999.00,,5056843401370,
"12,427",BU_FF056,Flow Tray - Oak - Natural - Lacquer - Extra Tall - 1.8,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_BBTONLXT18_Flow_Bento Box Tray_Oak_Natural_Lacquer_X Tall_1.8_S1_20210325_R1,Catalogue,TDI,Tray - Display,Czech Republic,C00001,Craster Ltd - Suspense,31/07/2021,FLW,0.00,3.81,0.00,8,70,,,805.000000,805.00,0.00,0.004683,0.025942,0.000000,131.00,340.00,,325.00,545.00,,110.00,140.00,,1.77,1.77,0.00,0.165379,0.916134,0.000000,0.000000,5.16,13.39,,12.80,21.46,,4.33,5.51,,5.00,,0.00,True,1000,False,505.00,,5056843401387,
"12,428",BU_FF061,Flow Tray - Walnut - Natural - Lacquer - Extra Tall - 1.1,Active,True,50.00,A-Category,S-FB-BU-***,Food & Beverage : Buffet,Flow,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,BU_BBTWNLXT11_Flow_Bento Box Tray_Walnut_Natural_Lacquer_X Tall_1.1_S1_20210325_R1,Catalogue,TDI,Tray - Display,Czech Republic,C00001,Craster Ltd - Suspense,31/07/2021,FLW,0.00,14.68,0.00,8,70,,,"1,955.000000","8,995.00",0.00,0.018948,0.100062,0.000000,530.00,540.00,,325.00,545.00,,110.00,340.00,,4.31,19.83,0.00,0.669143,3.533660,0.000000,0.000000,20.87,21.26,,12.80,21.46,,4.33,13.39,,5.00,,0.00,True,1000,False,"1,191.00",,5056843401394,
